identity_id,canonical_id,platform,account_type,email,display_name,match_method,match_confidence,is_canonical_representative,merged_source_ids
b253d218-6c4a-37ea-4906-17f2747b6dba,b253d218-6c4a-37ea-4906-17f2747b6dba,AD,human,jeffery.wagner@corp.nexusai.com,Jeffery Wagner,exact_email,100,True,"[""b253d218-6c4a-37ea-4906-17f2747b6dba"", ""c88a618e-fed4-057d-bb02-6576f512c4c3"", ""7c967f79-b7e9-9aca-a970-65e18e46d534""]"
c88a618e-fed4-057d-bb02-6576f512c4c3,b253d218-6c4a-37ea-4906-17f2747b6dba,AzureAD,human,jeffery.wagner@corp.nexusai.com,Jeffery Wagner,exact_email,100,False,"[""b253d218-6c4a-37ea-4906-17f2747b6dba"", ""c88a618e-fed4-057d-bb02-6576f512c4c3"", ""7c967f79-b7e9-9aca-a970-65e18e46d534""]"
7c967f79-b7e9-9aca-a970-65e18e46d534,b253d218-6c4a-37ea-4906-17f2747b6dba,Okta,human,jeffery.wagner@corp.nexusai.com,Jeffery Wagner,exact_email,100,False,"[""b253d218-6c4a-37ea-4906-17f2747b6dba"", ""c88a618e-fed4-057d-bb02-6576f512c4c3"", ""7c967f79-b7e9-9aca-a970-65e18e46d534""]"
37bb3eec-4bf5-0b52-309d-258c27a0c3d7,37bb3eec-4bf5-0b52-309d-258c27a0c3d7,AD,human,anthony.gonzalez@corp.nexusai.com,Anthony Gonzalez,exact_email,100,True,"[""37bb3eec-4bf5-0b52-309d-258c27a0c3d7"", ""bc594585-9445-28c0-0ef8-c2d6f7fd5646"", ""504867ba-bf7b-539b-0f9a-ea4b8acd4e10""]"
bc594585-9445-28c0-0ef8-c2d6f7fd5646,37bb3eec-4bf5-0b52-309d-258c27a0c3d7,AzureAD,human,anthony.gonzalez@corp.nexusai.com,Anthony Gonzalez,exact_email,100,False,"[""37bb3eec-4bf5-0b52-309d-258c27a0c3d7"", ""bc594585-9445-28c0-0ef8-c2d6f7fd5646"", ""504867ba-bf7b-539b-0f9a-ea4b8acd4e10""]"
504867ba-bf7b-539b-0f9a-ea4b8acd4e10,37bb3eec-4bf5-0b52-309d-258c27a0c3d7,AWS,human,anthony.gonzalez@corp.nexusai.com,Anthony Gonzalez,exact_email,100,False,"[""37bb3eec-4bf5-0b52-309d-258c27a0c3d7"", ""bc594585-9445-28c0-0ef8-c2d6f7fd5646"", ""504867ba-bf7b-539b-0f9a-ea4b8acd4e10""]"
7a0ecfea-958c-a9ba-0cd6-20c20ea2622b,7a0ecfea-958c-a9ba-0cd6-20c20ea2622b,AD,human,debra.gardner@corp.nexusai.com,Debra Gardner,exact_email,100,True,"[""7a0ecfea-958c-a9ba-0cd6-20c20ea2622b"", ""87f7e1fb-da4b-d9ca-eb5c-f46780bacd64"", ""82010c62-f5f5-9b22-0e8f-a8e0284d82e5""]"
87f7e1fb-da4b-d9ca-eb5c-f46780bacd64,7a0ecfea-958c-a9ba-0cd6-20c20ea2622b,AzureAD,human,debra.gardner@corp.nexusai.com,Debra Gardner,exact_email,100,False,"[""7a0ecfea-958c-a9ba-0cd6-20c20ea2622b"", ""87f7e1fb-da4b-d9ca-eb5c-f46780bacd64"", ""82010c62-f5f5-9b22-0e8f-a8e0284d82e5""]"
82010c62-f5f5-9b22-0e8f-a8e0284d82e5,7a0ecfea-958c-a9ba-0cd6-20c20ea2622b,Okta,human,debra.gardner@corp.nexusai.com,Debra Gardner,exact_email,100,False,"[""7a0ecfea-958c-a9ba-0cd6-20c20ea2622b"", ""87f7e1fb-da4b-d9ca-eb5c-f46780bacd64"", ""82010c62-f5f5-9b22-0e8f-a8e0284d82e5""]"
118a9d29-2f92-3996-d9f1-95d014822f53,118a9d29-2f92-3996-d9f1-95d014822f53,AD,human,jeffrey.lawrence@corp.nexusai.com,Jeffrey Lawrence,exact_email,100,True,"[""118a9d29-2f92-3996-d9f1-95d014822f53"", ""dca02eec-acda-bacc-1165-e21098543881"", ""f10c718b-1eb0-e38a-675d-d5af3c365296""]"
dca02eec-acda-bacc-1165-e21098543881,118a9d29-2f92-3996-d9f1-95d014822f53,AzureAD,human,jeffrey.lawrence@corp.nexusai.com,Jeffrey Lawrence,exact_email,100,False,"[""118a9d29-2f92-3996-d9f1-95d014822f53"", ""dca02eec-acda-bacc-1165-e21098543881"", ""f10c718b-1eb0-e38a-675d-d5af3c365296""]"
f10c718b-1eb0-e38a-675d-d5af3c365296,118a9d29-2f92-3996-d9f1-95d014822f53,Okta,human,jeffrey.lawrence@corp.nexusai.com,Jeffrey Lawrence,exact_email,100,False,"[""118a9d29-2f92-3996-d9f1-95d014822f53"", ""dca02eec-acda-bacc-1165-e21098543881"", ""f10c718b-1eb0-e38a-675d-d5af3c365296""]"
94340a03-3f07-f814-91d6-3f78e3e9de99,94340a03-3f07-f814-91d6-3f78e3e9de99,AD,human,lisa.smith@corp.nexusai.com,Lisa Smith,exact_email,100,True,"[""94340a03-3f07-f814-91d6-3f78e3e9de99"", ""14fcdd54-9e8f-c965-0a2c-827e98326856"", ""90b2b633-956b-8c0c-a849-9b926b5252e3"", ""42c18a62-ef48-e8d5-50fd-9d3f85d51695""]"
14fcdd54-9e8f-c965-0a2c-827e98326856,94340a03-3f07-f814-91d6-3f78e3e9de99,AzureAD,human,lisa.smith@corp.nexusai.com,Lisa Smith,exact_email,100,False,"[""94340a03-3f07-f814-91d6-3f78e3e9de99"", ""14fcdd54-9e8f-c965-0a2c-827e98326856"", ""90b2b633-956b-8c0c-a849-9b926b5252e3"", ""42c18a62-ef48-e8d5-50fd-9d3f85d51695""]"
90b2b633-956b-8c0c-a849-9b926b5252e3,94340a03-3f07-f814-91d6-3f78e3e9de99,AWS,human,lisa.smith@corp.nexusai.com,Lisa Smith,exact_email,100,False,"[""94340a03-3f07-f814-91d6-3f78e3e9de99"", ""14fcdd54-9e8f-c965-0a2c-827e98326856"", ""90b2b633-956b-8c0c-a849-9b926b5252e3"", ""42c18a62-ef48-e8d5-50fd-9d3f85d51695""]"
42c18a62-ef48-e8d5-50fd-9d3f85d51695,94340a03-3f07-f814-91d6-3f78e3e9de99,Okta,human,lisa.smith@corp.nexusai.com,Lisa Smith,exact_email,100,False,"[""94340a03-3f07-f814-91d6-3f78e3e9de99"", ""14fcdd54-9e8f-c965-0a2c-827e98326856"", ""90b2b633-956b-8c0c-a849-9b926b5252e3"", ""42c18a62-ef48-e8d5-50fd-9d3f85d51695""]"
506e5a9a-b758-588d-ab73-295b344a54b8,506e5a9a-b758-588d-ab73-295b344a54b8,AD,human,linda.wolfe@corp.nexusai.com,Linda Wolfe,exact_email,100,True,"[""506e5a9a-b758-588d-ab73-295b344a54b8"", ""21813d25-6552-38a6-43ff-50113d1a85dd"", ""750cab75-4ccc-9bc2-a53f-8a28abf3e3fc""]"
21813d25-6552-38a6-43ff-50113d1a85dd,506e5a9a-b758-588d-ab73-295b344a54b8,AWS,human,linda.wolfe@corp.nexusai.com,Linda Wolfe,exact_email,100,False,"[""506e5a9a-b758-588d-ab73-295b344a54b8"", ""21813d25-6552-38a6-43ff-50113d1a85dd"", ""750cab75-4ccc-9bc2-a53f-8a28abf3e3fc""]"
750cab75-4ccc-9bc2-a53f-8a28abf3e3fc,506e5a9a-b758-588d-ab73-295b344a54b8,Okta,human,linda.wolfe@corp.nexusai.com,Linda Wolfe,exact_email,100,False,"[""506e5a9a-b758-588d-ab73-295b344a54b8"", ""21813d25-6552-38a6-43ff-50113d1a85dd"", ""750cab75-4ccc-9bc2-a53f-8a28abf3e3fc""]"
ef8c485b-c07a-30f2-edd4-253b50f0fd0a,ef8c485b-c07a-30f2-edd4-253b50f0fd0a,AD,human,matthew.moore@corp.nexusai.com,Matthew Moore,exact_email,100,True,"[""ef8c485b-c07a-30f2-edd4-253b50f0fd0a"", ""9f044aed-7552-3327-0262-7f7312922f83"", ""19985f15-ff00-2d4d-9020-59e4ff9ab5c2""]"
9f044aed-7552-3327-0262-7f7312922f83,ef8c485b-c07a-30f2-edd4-253b50f0fd0a,AzureAD,human,matthew.moore@corp.nexusai.com,Matthew Moore,exact_email,100,False,"[""ef8c485b-c07a-30f2-edd4-253b50f0fd0a"", ""9f044aed-7552-3327-0262-7f7312922f83"", ""19985f15-ff00-2d4d-9020-59e4ff9ab5c2""]"
19985f15-ff00-2d4d-9020-59e4ff9ab5c2,ef8c485b-c07a-30f2-edd4-253b50f0fd0a,Okta,human,matthew.moore@corp.nexusai.com,Matthew Moore,exact_email,100,False,"[""ef8c485b-c07a-30f2-edd4-253b50f0fd0a"", ""9f044aed-7552-3327-0262-7f7312922f83"", ""19985f15-ff00-2d4d-9020-59e4ff9ab5c2""]"
8181a8cc-3691-47eb-89a2-688b12c136e0,8181a8cc-3691-47eb-89a2-688b12c136e0,AD,human,susan.rogers@corp.nexusai.com,Susan Rogers,exact_email,100,True,"[""8181a8cc-3691-47eb-89a2-688b12c136e0"", ""5958a499-eeea-163e-21e8-ac6843e42caf"", ""3e896c64-e117-dac3-119c-4ea3e1805081"", ""702cdd20-2862-18b8-48f4-ef125e9953d2""]"
5958a499-eeea-163e-21e8-ac6843e42caf,8181a8cc-3691-47eb-89a2-688b12c136e0,AWS,human,susan.rogers@corp.nexusai.com,Susan Rogers,exact_email,100,False,"[""8181a8cc-3691-47eb-89a2-688b12c136e0"", ""5958a499-eeea-163e-21e8-ac6843e42caf"", ""3e896c64-e117-dac3-119c-4ea3e1805081"", ""702cdd20-2862-18b8-48f4-ef125e9953d2""]"
3e896c64-e117-dac3-119c-4ea3e1805081,8181a8cc-3691-47eb-89a2-688b12c136e0,Okta,human,susan.rogers@corp.nexusai.com,Susan Rogers,exact_email,100,False,"[""8181a8cc-3691-47eb-89a2-688b12c136e0"", ""5958a499-eeea-163e-21e8-ac6843e42caf"", ""3e896c64-e117-dac3-119c-4ea3e1805081"", ""702cdd20-2862-18b8-48f4-ef125e9953d2""]"
702cdd20-2862-18b8-48f4-ef125e9953d2,8181a8cc-3691-47eb-89a2-688b12c136e0,Salesforce,human,susan.rogers@corp.nexusai.com,Susan Rogers,exact_email,100,False,"[""8181a8cc-3691-47eb-89a2-688b12c136e0"", ""5958a499-eeea-163e-21e8-ac6843e42caf"", ""3e896c64-e117-dac3-119c-4ea3e1805081"", ""702cdd20-2862-18b8-48f4-ef125e9953d2""]"
4d71c366-b41b-3143-8b10-550cd5704f32,4d71c366-b41b-3143-8b10-550cd5704f32,AD,human,christopher.davis@corp.nexusai.com,Christopher Davis,exact_email,100,True,"[""4d71c366-b41b-3143-8b10-550cd5704f32"", ""ce9e1a11-fcbb-4e59-fbdd-cf7c9c96e9ec"", ""aaf91531-0200-b1f0-8768-a84fa76afde6"", ""ee87905e-4ca4-15ea-8dfa-6a56d12dbc9a""]"
ce9e1a11-fcbb-4e59-fbdd-cf7c9c96e9ec,4d71c366-b41b-3143-8b10-550cd5704f32,AzureAD,human,christopher.davis@corp.nexusai.com,Christopher Davis,exact_email,100,False,"[""4d71c366-b41b-3143-8b10-550cd5704f32"", ""ce9e1a11-fcbb-4e59-fbdd-cf7c9c96e9ec"", ""aaf91531-0200-b1f0-8768-a84fa76afde6"", ""ee87905e-4ca4-15ea-8dfa-6a56d12dbc9a""]"
aaf91531-0200-b1f0-8768-a84fa76afde6,4d71c366-b41b-3143-8b10-550cd5704f32,Okta,human,christopher.davis@corp.nexusai.com,Christopher Davis,exact_email,100,False,"[""4d71c366-b41b-3143-8b10-550cd5704f32"", ""ce9e1a11-fcbb-4e59-fbdd-cf7c9c96e9ec"", ""aaf91531-0200-b1f0-8768-a84fa76afde6"", ""ee87905e-4ca4-15ea-8dfa-6a56d12dbc9a""]"
ee87905e-4ca4-15ea-8dfa-6a56d12dbc9a,4d71c366-b41b-3143-8b10-550cd5704f32,Salesforce,human,christopher.davis@corp.nexusai.com,Christopher Davis,exact_email,100,False,"[""4d71c366-b41b-3143-8b10-550cd5704f32"", ""ce9e1a11-fcbb-4e59-fbdd-cf7c9c96e9ec"", ""aaf91531-0200-b1f0-8768-a84fa76afde6"", ""ee87905e-4ca4-15ea-8dfa-6a56d12dbc9a""]"
e0ccedc5-f05d-b76e-1a84-a51aa9d3d7c7,e0ccedc5-f05d-b76e-1a84-a51aa9d3d7c7,AD,human,melanie.munoz@corp.nexusai.com,Melanie Munoz,exact_email,100,True,"[""e0ccedc5-f05d-b76e-1a84-a51aa9d3d7c7"", ""e3c43657-1d8c-bbac-43b4-09ef2260e70f"", ""27cb6f2a-8da0-1097-be0f-051b1b66b5a9""]"
e3c43657-1d8c-bbac-43b4-09ef2260e70f,e0ccedc5-f05d-b76e-1a84-a51aa9d3d7c7,AzureAD,human,melanie.munoz@corp.nexusai.com,Melanie Munoz,exact_email,100,False,"[""e0ccedc5-f05d-b76e-1a84-a51aa9d3d7c7"", ""e3c43657-1d8c-bbac-43b4-09ef2260e70f"", ""27cb6f2a-8da0-1097-be0f-051b1b66b5a9""]"
27cb6f2a-8da0-1097-be0f-051b1b66b5a9,e0ccedc5-f05d-b76e-1a84-a51aa9d3d7c7,Salesforce,human,melanie.munoz@corp.nexusai.com,Melanie Munoz,exact_email,100,False,"[""e0ccedc5-f05d-b76e-1a84-a51aa9d3d7c7"", ""e3c43657-1d8c-bbac-43b4-09ef2260e70f"", ""27cb6f2a-8da0-1097-be0f-051b1b66b5a9""]"
35ebd32d-9ad6-20ab-4821-2ddb45b89cd9,35ebd32d-9ad6-20ab-4821-2ddb45b89cd9,AD,human,lindsay.blair@corp.nexusai.com,Lindsay Blair,exact_email,100,True,"[""35ebd32d-9ad6-20ab-4821-2ddb45b89cd9"", ""afffcfd2-341e-f40b-57c7-00aab7b56ea7"", ""81627cf1-4394-72e6-da58-7e8aa25d6b29""]"
afffcfd2-341e-f40b-57c7-00aab7b56ea7,35ebd32d-9ad6-20ab-4821-2ddb45b89cd9,AzureAD,human,lindsay.blair@corp.nexusai.com,Lindsay Blair,exact_email,100,False,"[""35ebd32d-9ad6-20ab-4821-2ddb45b89cd9"", ""afffcfd2-341e-f40b-57c7-00aab7b56ea7"", ""81627cf1-4394-72e6-da58-7e8aa25d6b29""]"
81627cf1-4394-72e6-da58-7e8aa25d6b29,35ebd32d-9ad6-20ab-4821-2ddb45b89cd9,AWS,human,lindsay.blair@corp.nexusai.com,Lindsay Blair,exact_email,100,False,"[""35ebd32d-9ad6-20ab-4821-2ddb45b89cd9"", ""afffcfd2-341e-f40b-57c7-00aab7b56ea7"", ""81627cf1-4394-72e6-da58-7e8aa25d6b29""]"
e87d1c78-e7c4-21c7-4049-7b717d106c60,e87d1c78-e7c4-21c7-4049-7b717d106c60,AD,human,amanda.dudley@corp.nexusai.com,Amanda Dudley,exact_email,100,True,"[""e87d1c78-e7c4-21c7-4049-7b717d106c60"", ""a2607723-17a0-df49-0d01-280fd89a40c0"", ""0b49452d-46d4-83f3-d450-281c6c6f7633"", ""217d65a0-c568-11cd-5563-f61600e85ece"", ""295d6fbf-430f-801d-fad4-09e2a319dcb4""]"
a2607723-17a0-df49-0d01-280fd89a40c0,e87d1c78-e7c4-21c7-4049-7b717d106c60,AzureAD,human,amanda.dudley@corp.nexusai.com,Amanda Dudley,exact_email,100,False,"[""e87d1c78-e7c4-21c7-4049-7b717d106c60"", ""a2607723-17a0-df49-0d01-280fd89a40c0"", ""0b49452d-46d4-83f3-d450-281c6c6f7633"", ""217d65a0-c568-11cd-5563-f61600e85ece"", ""295d6fbf-430f-801d-fad4-09e2a319dcb4""]"
0b49452d-46d4-83f3-d450-281c6c6f7633,e87d1c78-e7c4-21c7-4049-7b717d106c60,AWS,human,amanda.dudley@corp.nexusai.com,Amanda Dudley,exact_email,100,False,"[""e87d1c78-e7c4-21c7-4049-7b717d106c60"", ""a2607723-17a0-df49-0d01-280fd89a40c0"", ""0b49452d-46d4-83f3-d450-281c6c6f7633"", ""217d65a0-c568-11cd-5563-f61600e85ece"", ""295d6fbf-430f-801d-fad4-09e2a319dcb4""]"
217d65a0-c568-11cd-5563-f61600e85ece,e87d1c78-e7c4-21c7-4049-7b717d106c60,Okta,human,amanda.dudley@corp.nexusai.com,Amanda Dudley,exact_email,100,False,"[""e87d1c78-e7c4-21c7-4049-7b717d106c60"", ""a2607723-17a0-df49-0d01-280fd89a40c0"", ""0b49452d-46d4-83f3-d450-281c6c6f7633"", ""217d65a0-c568-11cd-5563-f61600e85ece"", ""295d6fbf-430f-801d-fad4-09e2a319dcb4""]"
295d6fbf-430f-801d-fad4-09e2a319dcb4,e87d1c78-e7c4-21c7-4049-7b717d106c60,Salesforce,human,amanda.dudley@corp.nexusai.com,Amanda Dudley,exact_email,100,False,"[""e87d1c78-e7c4-21c7-4049-7b717d106c60"", ""a2607723-17a0-df49-0d01-280fd89a40c0"", ""0b49452d-46d4-83f3-d450-281c6c6f7633"", ""217d65a0-c568-11cd-5563-f61600e85ece"", ""295d6fbf-430f-801d-fad4-09e2a319dcb4""]"
b4a69f3c-8d3a-ed99-711c-21c9bdc14f1f,b4a69f3c-8d3a-ed99-711c-21c9bdc14f1f,Okta,human,nicholas.arnold@corp.nexusai.com,Nicholas Arnold,exact_email,100,True,"[""b4a69f3c-8d3a-ed99-711c-21c9bdc14f1f""]"
1ca3c448-0279-b6a6-8f97-97b06d7ce3c9,1ca3c448-0279-b6a6-8f97-97b06d7ce3c9,AD,human,maria.montgomery@corp.nexusai.com,Maria Montgomery,exact_email,100,True,"[""1ca3c448-0279-b6a6-8f97-97b06d7ce3c9"", ""b0e6a969-e213-42b0-f1ee-dba313432e61"", ""093923de-8bab-ce3b-2628-6bfbe767dcea"", ""8d7248e2-951f-58d0-5e84-f058d5a804eb""]"
b0e6a969-e213-42b0-f1ee-dba313432e61,1ca3c448-0279-b6a6-8f97-97b06d7ce3c9,AzureAD,human,maria.montgomery@corp.nexusai.com,Maria Montgomery,exact_email,100,False,"[""1ca3c448-0279-b6a6-8f97-97b06d7ce3c9"", ""b0e6a969-e213-42b0-f1ee-dba313432e61"", ""093923de-8bab-ce3b-2628-6bfbe767dcea"", ""8d7248e2-951f-58d0-5e84-f058d5a804eb""]"
093923de-8bab-ce3b-2628-6bfbe767dcea,1ca3c448-0279-b6a6-8f97-97b06d7ce3c9,AWS,human,maria.montgomery@corp.nexusai.com,Maria Montgomery,exact_email,100,False,"[""1ca3c448-0279-b6a6-8f97-97b06d7ce3c9"", ""b0e6a969-e213-42b0-f1ee-dba313432e61"", ""093923de-8bab-ce3b-2628-6bfbe767dcea"", ""8d7248e2-951f-58d0-5e84-f058d5a804eb""]"
