identity_id,display_name,email,username,platform,account_type,department,job_title,manager_id,created_date,last_login,is_active,is_privileged,mfa_enabled,geo_location,canonical_id
134c6c92-ec5b-227c-dfde-4fbf3ff350bf,Jill Rhodes,jill.rhodes@corp.nexusai.com,jill.rhodes@corp.nexusai.com,Okta,human,Executive,CEO,,2020-08-05,2026-06-07 00:00:00,True,False,True,EU-Central,310c0c00-3fa7-f104-1bf9-0e27dc96925e
db20a56e-dc81-5fe7-ceda-8bbb71710434,Patricia Miller,patricia.miller@corp.nexusai.com,pmiller,AD,human,Executive,SVP Finance,,2021-07-17,2026-06-07 00:00:00,True,False,True,APAC,db20a56e-dc81-5fe7-ceda-8bbb71710434
a6f2f7b8-0cf3-5b58-1910-8be58ce21ea3,Patricia Miller,patricia.miller@corp.nexusai.com,patricia.miller@corp.nexusai.com,AzureAD,human,Executive,SVP Finance,,2021-07-17,2026-06-10 00:00:00,True,False,True,APAC,db20a56e-dc81-5fe7-ceda-8bbb71710434
03c72ba8-d605-e770-8a63-f881ffd0f9d5,Patricia Miller,patricia.miller@corp.nexusai.com,patricia-miller,AWS,human,Executive,SVP Finance,,2021-07-17,2026-06-15 00:00:00,True,False,True,APAC,db20a56e-dc81-5fe7-ceda-8bbb71710434
c0e9ab30-ed26-62e9-17e0-11b7f8102383,Patricia Miller,patricia.miller@corp.nexusai.com,patricia.miller@nexusai.salesforce.com,Salesforce,human,Executive,SVP Finance,,2021-07-17,2026-06-16 00:00:00,True,False,True,APAC,db20a56e-dc81-5fe7-ceda-8bbb71710434
680ac07a-2a93-5d62-3c83-5dc0d9441fa5,Robert Johnson,robert.johnson@corp.nexusai.com,rjohnson,AD,human,Executive,CTO,,2023-03-22,2026-06-13 00:00:00,True,False,True,LATAM,680ac07a-2a93-5d62-3c83-5dc0d9441fa5
dd59ba71-36b8-2481-7b3a-4e3e7c52fa17,Robert Johnson,robert.johnson@corp.nexusai.com,robert.johnson@corp.nexusai.com,AzureAD,human,Executive,CTO,,2023-03-22,2026-06-12 00:00:00,True,False,True,LATAM,680ac07a-2a93-5d62-3c83-5dc0d9441fa5
2a25a888-0f02-bad0-e706-7ef466aa9385,Robert Johnson,robert.johnson@corp.nexusai.com,robert-johnson,AWS,human,Executive,CTO,,2023-03-22,2026-06-19 00:00:00,True,False,True,LATAM,680ac07a-2a93-5d62-3c83-5dc0d9441fa5
63f2ae24-fc3d-3348-008d-4127610461e3,Robert Johnson,robert.johnson@corp.nexusai.com,robert.johnson@corp.nexusai.com,Okta,human,Executive,CTO,,2023-03-22,2026-06-17 00:00:00,True,False,True,LATAM,680ac07a-2a93-5d62-3c83-5dc0d9441fa5
c8fe3ccd-c8b8-d9c6-ed30-49cf43e458fc,Robert Johnson,robert.johnson@corp.nexusai.com,robert.johnson@nexusai.salesforce.com,Salesforce,human,Executive,CTO,,2023-03-22,2026-06-12 00:00:00,True,False,True,LATAM,680ac07a-2a93-5d62-3c83-5dc0d9441fa5
b253d218-6c4a-37ea-4906-17f2747b6dba,Jeffery Wagner,jeffery.wagner@corp.nexusai.com,jwagner,AD,human,Executive,CFO,,2020-11-02,2026-06-14 00:00:00,True,False,True,US-West,b253d218-6c4a-37ea-4906-17f2747b6dba
c88a618e-fed4-057d-bb02-6576f512c4c3,Jeffery Wagner,jeffery.wagner@corp.nexusai.com,jeffery.wagner@corp.nexusai.com,AzureAD,human,Executive,CFO,,2020-11-02,2026-06-07 00:00:00,True,False,True,US-West,b253d218-6c4a-37ea-4906-17f2747b6dba
7c967f79-b7e9-9aca-a970-65e18e46d534,Jeffery Wagner,jeffery.wagner@corp.nexusai.com,jeffery.wagner@corp.nexusai.com,Okta,human,Executive,CFO,,2020-11-02,2026-06-08 00:00:00,True,False,False,US-West,b253d218-6c4a-37ea-4906-17f2747b6dba
37bb3eec-4bf5-0b52-309d-258c27a0c3d7,Anthony Gonzalez,anthony.gonzalez@corp.nexusai.com,agonzalez,AD,human,Executive,VP Engineering,,2021-05-11,2026-06-13 00:00:00,True,False,True,EU-West,37bb3eec-4bf5-0b52-309d-258c27a0c3d7
bc594585-9445-28c0-0ef8-c2d6f7fd5646,Anthony Gonzalez,anthony.gonzalez@corp.nexusai.com,anthony.gonzalez@corp.nexusai.com,AzureAD,human,Executive,VP Engineering,,2021-05-11,2026-06-14 00:00:00,True,False,True,EU-West,37bb3eec-4bf5-0b52-309d-258c27a0c3d7
504867ba-bf7b-539b-0f9a-ea4b8acd4e10,Anthony Gonzalez,anthony.gonzalez@corp.nexusai.com,a.gonzalez,AWS,human,Executive,VP Engineering,,2021-05-11,2026-06-11 00:00:00,True,False,True,EU-West,37bb3eec-4bf5-0b52-309d-258c27a0c3d7
7a0ecfea-958c-a9ba-0cd6-20c20ea2622b,Debra Gardner,debra.gardner@corp.nexusai.com,dgardner,AD,human,Executive,CISO,,2024-05-02,2026-06-07 00:00:00,True,False,False,EU-West,7a0ecfea-958c-a9ba-0cd6-20c20ea2622b
87f7e1fb-da4b-d9ca-eb5c-f46780bacd64,Debra Gardner,debra.gardner@corp.nexusai.com,debra.gardner@corp.nexusai.com,AzureAD,human,Executive,CISO,,2024-05-02,2026-06-13 00:00:00,True,False,True,EU-West,7a0ecfea-958c-a9ba-0cd6-20c20ea2622b
82010c62-f5f5-9b22-0e8f-a8e0284d82e5,Debra Gardner,debra.gardner@corp.nexusai.com,debra.gardner@corp.nexusai.com,Okta,human,Executive,CISO,,2024-05-02,2026-06-19 00:00:00,True,False,False,EU-West,7a0ecfea-958c-a9ba-0cd6-20c20ea2622b
118a9d29-2f92-3996-d9f1-95d014822f53,Jeffrey Lawrence,jeffrey.lawrence@corp.nexusai.com,jlawrence,AD,human,Engineering,Engineering Manager,7914c120-c8dc-d19f-3e35-11287900f7f9,2025-02-24,2026-06-07 00:00:00,True,False,True,LATAM,118a9d29-2f92-3996-d9f1-95d014822f53
dca02eec-acda-bacc-1165-e21098543881,Jeffrey Lawrence,jeffrey.lawrence@corp.nexusai.com,jeffrey.lawrence@nexusai.onmicrosoft.com,AzureAD,human,Engineering,Engineering Manager,7914c120-c8dc-d19f-3e35-11287900f7f9,2025-02-24,2026-06-18 00:00:00,True,False,True,LATAM,118a9d29-2f92-3996-d9f1-95d014822f53
f10c718b-1eb0-e38a-675d-d5af3c365296,Jeffrey Lawrence,jeffrey.lawrence@corp.nexusai.com,jeffrey.lawrence@corp.nexusai.com,Okta,human,Engineering,Engineering Manager,7914c120-c8dc-d19f-3e35-11287900f7f9,2025-02-24,2026-06-07 00:00:00,True,False,True,LATAM,118a9d29-2f92-3996-d9f1-95d014822f53
94340a03-3f07-f814-91d6-3f78e3e9de99,Lisa Smith,lisa.smith@corp.nexusai.com,lsmith,AD,human,IT-Operations,Infrastructure Engineer,7914c120-c8dc-d19f-3e35-11287900f7f9,2022-04-25,2026-06-13 00:00:00,True,False,True,US-West,94340a03-3f07-f814-91d6-3f78e3e9de99
14fcdd54-9e8f-c965-0a2c-827e98326856,Lisa Smith,lisa.smith@corp.nexusai.com,lisa.smith@corp.nexusai.com,AzureAD,human,IT-Operations,Infrastructure Engineer,7914c120-c8dc-d19f-3e35-11287900f7f9,2022-04-25,2026-06-12 00:00:00,True,False,False,US-West,94340a03-3f07-f814-91d6-3f78e3e9de99
90b2b633-956b-8c0c-a849-9b926b5252e3,Lisa Smith,lisa.smith@corp.nexusai.com,lisa-smith,AWS,human,IT-Operations,Infrastructure Engineer,7914c120-c8dc-d19f-3e35-11287900f7f9,2022-04-25,2026-06-09 00:00:00,True,False,True,US-West,94340a03-3f07-f814-91d6-3f78e3e9de99
42c18a62-ef48-e8d5-50fd-9d3f85d51695,Lisa Smith,lisa.smith@corp.nexusai.com,lisa.smith@corp.nexusai.com,Okta,human,IT-Operations,Infrastructure Engineer,7914c120-c8dc-d19f-3e35-11287900f7f9,2022-04-25,2026-06-16 00:00:00,True,False,True,US-West,94340a03-3f07-f814-91d6-3f78e3e9de99
506e5a9a-b758-588d-ab73-295b344a54b8,Linda Wolfe,linda.wolfe@corp.nexusai.com,lwolfe,AD,human,Finance,Accountant,7914c120-c8dc-d19f-3e35-11287900f7f9,2023-09-12,2026-06-10 00:00:00,True,False,True,APAC,506e5a9a-b758-588d-ab73-295b344a54b8
21813d25-6552-38a6-43ff-50113d1a85dd,Linda Wolfe,linda.wolfe@corp.nexusai.com,lindaw,AWS,human,Finance,Accountant,7914c120-c8dc-d19f-3e35-11287900f7f9,2023-09-12,2026-06-19 00:00:00,True,False,True,APAC,506e5a9a-b758-588d-ab73-295b344a54b8
750cab75-4ccc-9bc2-a53f-8a28abf3e3fc,Linda Wolfe,linda.wolfe@corp.nexusai.com,linda.wolfe@corp.nexusai.com,Okta,human,Finance,Accountant,7914c120-c8dc-d19f-3e35-11287900f7f9,2023-09-12,2026-06-19 00:00:00,True,False,True,APAC,506e5a9a-b758-588d-ab73-295b344a54b8
ef8c485b-c07a-30f2-edd4-253b50f0fd0a,Matthew Moore,matthew.moore@corp.nexusai.com,mmoore,AD,human,Executive,CISO,a748dbcf-ac61-9e63-0dde-29a6baa4b71a,2022-01-30,2026-06-12 00:00:00,True,False,True,LATAM,ef8c485b-c07a-30f2-edd4-253b50f0fd0a
9f044aed-7552-3327-0262-7f7312922f83,Matthew Moore,matthew.moore@corp.nexusai.com,matthew.moore@nexusai.onmicrosoft.com,AzureAD,human,Executive,CISO,a748dbcf-ac61-9e63-0dde-29a6baa4b71a,2022-01-30,2026-06-07 00:00:00,True,False,False,LATAM,ef8c485b-c07a-30f2-edd4-253b50f0fd0a
19985f15-ff00-2d4d-9020-59e4ff9ab5c2,Matthew Moore,matthew.moore@corp.nexusai.com,matthew.moore@corp.nexusai.com,Okta,human,Executive,CISO,a748dbcf-ac61-9e63-0dde-29a6baa4b71a,2022-01-30,2026-06-14 00:00:00,True,False,True,LATAM,ef8c485b-c07a-30f2-edd4-253b50f0fd0a
8181a8cc-3691-47eb-89a2-688b12c136e0,Susan Rogers,susan.rogers@corp.nexusai.com,srogers,AD,human,Sales,Account Executive,7914c120-c8dc-d19f-3e35-11287900f7f9,2023-02-20,2026-06-11 00:00:00,True,False,True,EU-West,8181a8cc-3691-47eb-89a2-688b12c136e0
5958a499-eeea-163e-21e8-ac6843e42caf,Susan Rogers,susan.rogers@corp.nexusai.com,susan-rogers,AWS,human,Sales,Account Executive,7914c120-c8dc-d19f-3e35-11287900f7f9,2023-02-20,2026-06-15 00:00:00,True,False,True,EU-West,8181a8cc-3691-47eb-89a2-688b12c136e0
3e896c64-e117-dac3-119c-4ea3e1805081,Susan Rogers,susan.rogers@corp.nexusai.com,susan.rogers@corp.nexusai.com,Okta,human,Sales,Account Executive,7914c120-c8dc-d19f-3e35-11287900f7f9,2023-02-20,2026-06-10 00:00:00,True,False,False,EU-West,8181a8cc-3691-47eb-89a2-688b12c136e0
702cdd20-2862-18b8-48f4-ef125e9953d2,Susan Rogers,susan.rogers@corp.nexusai.com,susan.rogers@nexusai.salesforce.com,Salesforce,human,Sales,Account Executive,7914c120-c8dc-d19f-3e35-11287900f7f9,2023-02-20,2026-06-12 00:00:00,True,False,True,EU-West,8181a8cc-3691-47eb-89a2-688b12c136e0
4d71c366-b41b-3143-8b10-550cd5704f32,Christopher Davis,christopher.davis@corp.nexusai.com,cdavis,AD,human,Engineering,Engineering Manager,a748dbcf-ac61-9e63-0dde-29a6baa4b71a,2021-10-03,,False,False,True,US-East,4d71c366-b41b-3143-8b10-550cd5704f32
ce9e1a11-fcbb-4e59-fbdd-cf7c9c96e9ec,Christopher Davis,christopher.davis@corp.nexusai.com,christopher.davis@nexusai.onmicrosoft.com,AzureAD,human,Engineering,Engineering Manager,a748dbcf-ac61-9e63-0dde-29a6baa4b71a,2021-10-03,,False,False,True,US-East,4d71c366-b41b-3143-8b10-550cd5704f32
aaf91531-0200-b1f0-8768-a84fa76afde6,Christopher Davis,christopher.davis@corp.nexusai.com,christopher.davis@corp.nexusai.com,Okta,human,Engineering,Engineering Manager,a748dbcf-ac61-9e63-0dde-29a6baa4b71a,2021-10-03,2025-03-24 00:00:00,True,False,True,US-East,4d71c366-b41b-3143-8b10-550cd5704f32
ee87905e-4ca4-15ea-8dfa-6a56d12dbc9a,Christopher Davis,christopher.davis@corp.nexusai.com,christopher.davis@nexusai.salesforce.com,Salesforce,human,Engineering,Engineering Manager,a748dbcf-ac61-9e63-0dde-29a6baa4b71a,2021-10-03,2025-08-16 00:00:00,True,False,True,US-East,4d71c366-b41b-3143-8b10-550cd5704f32
e0ccedc5-f05d-b76e-1a84-a51aa9d3d7c7,Melanie Munoz,melanie.munoz@corp.nexusai.com,mmunoz,AD,human,Executive,VP Engineering,7914c120-c8dc-d19f-3e35-11287900f7f9,2020-08-20,2026-06-17 00:00:00,True,False,False,EU-West,e0ccedc5-f05d-b76e-1a84-a51aa9d3d7c7
e3c43657-1d8c-bbac-43b4-09ef2260e70f,Melanie Munoz,melanie.munoz@corp.nexusai.com,melanie.munoz@corp.nexusai.com,AzureAD,human,Executive,VP Engineering,7914c120-c8dc-d19f-3e35-11287900f7f9,2020-08-20,2026-06-12 00:00:00,True,False,True,EU-West,e0ccedc5-f05d-b76e-1a84-a51aa9d3d7c7
27cb6f2a-8da0-1097-be0f-051b1b66b5a9,Melanie Munoz,melanie.munoz@corp.nexusai.com,melanie.munoz@nexusai.salesforce.com,Salesforce,human,Executive,VP Engineering,7914c120-c8dc-d19f-3e35-11287900f7f9,2020-08-20,2026-06-16 00:00:00,True,False,True,EU-West,e0ccedc5-f05d-b76e-1a84-a51aa9d3d7c7
35ebd32d-9ad6-20ab-4821-2ddb45b89cd9,Lindsay Blair,lindsay.blair@corp.nexusai.com,lblair,AD,human,Legal,Contract Specialist,a748dbcf-ac61-9e63-0dde-29a6baa4b71a,2025-02-01,2026-06-15 00:00:00,True,False,True,EU-West,35ebd32d-9ad6-20ab-4821-2ddb45b89cd9
afffcfd2-341e-f40b-57c7-00aab7b56ea7,Lindsay Blair,lindsay.blair@corp.nexusai.com,lindsay.blair@corp.nexusai.com,AzureAD,human,Legal,Contract Specialist,a748dbcf-ac61-9e63-0dde-29a6baa4b71a,2025-02-01,2026-06-17 00:00:00,True,False,True,EU-West,35ebd32d-9ad6-20ab-4821-2ddb45b89cd9
81627cf1-4394-72e6-da58-7e8aa25d6b29,Lindsay Blair,lindsay.blair@corp.nexusai.com,lindsay-blair,AWS,human,Legal,Contract Specialist,a748dbcf-ac61-9e63-0dde-29a6baa4b71a,2025-02-01,2026-06-15 00:00:00,True,False,True,EU-West,35ebd32d-9ad6-20ab-4821-2ddb45b89cd9
e87d1c78-e7c4-21c7-4049-7b717d106c60,Amanda Dudley,amanda.dudley@corp.nexusai.com,adudley,AD,human,Sales,Account Executive,310c0c00-3fa7-f104-1bf9-0e27dc96925e,2024-10-26,,False,False,True,EU-West,e87d1c78-e7c4-21c7-4049-7b717d106c60
a2607723-17a0-df49-0d01-280fd89a40c0,Amanda Dudley,amanda.dudley@corp.nexusai.com,amanda.dudley@corp.nexusai.com,AzureAD,human,Sales,Account Executive,310c0c00-3fa7-f104-1bf9-0e27dc96925e,2024-10-26,,False,False,False,EU-West,e87d1c78-e7c4-21c7-4049-7b717d106c60
0b49452d-46d4-83f3-d450-281c6c6f7633,Amanda Dudley,amanda.dudley@corp.nexusai.com,amanda-dudley,AWS,human,Sales,Account Executive,310c0c00-3fa7-f104-1bf9-0e27dc96925e,2024-10-26,2025-06-28 00:00:00,True,False,True,EU-West,e87d1c78-e7c4-21c7-4049-7b717d106c60
217d65a0-c568-11cd-5563-f61600e85ece,Amanda Dudley,amanda.dudley@corp.nexusai.com,amanda.dudley@corp.nexusai.com,Okta,human,Sales,Account Executive,310c0c00-3fa7-f104-1bf9-0e27dc96925e,2024-10-26,2025-02-24 00:00:00,True,False,False,EU-West,e87d1c78-e7c4-21c7-4049-7b717d106c60
295d6fbf-430f-801d-fad4-09e2a319dcb4,Amanda Dudley,amanda.dudley@corp.nexusai.com,amanda.dudley@nexusai.salesforce.com,Salesforce,human,Sales,Account Executive,310c0c00-3fa7-f104-1bf9-0e27dc96925e,2024-10-26,2025-03-12 00:00:00,True,False,True,EU-West,e87d1c78-e7c4-21c7-4049-7b717d106c60
b4a69f3c-8d3a-ed99-711c-21c9bdc14f1f,Nicholas Arnold,nicholas.arnold@corp.nexusai.com,nicholas.arnold@corp.nexusai.com,Okta,human,Marketing,Content Strategist,310c0c00-3fa7-f104-1bf9-0e27dc96925e,2022-08-25,2026-06-09 00:00:00,True,False,True,US-West,b4a69f3c-8d3a-ed99-711c-21c9bdc14f1f
1ca3c448-0279-b6a6-8f97-97b06d7ce3c9,Maria Montgomery,maria.montgomery@corp.nexusai.com,mmontgomery,AD,human,Executive,CISO,a748dbcf-ac61-9e63-0dde-29a6baa4b71a,2021-04-23,2026-06-16 00:00:00,True,False,True,US-East,1ca3c448-0279-b6a6-8f97-97b06d7ce3c9
b0e6a969-e213-42b0-f1ee-dba313432e61,Maria Montgomery,maria.montgomery@corp.nexusai.com,maria.montgomery@nexusai.onmicrosoft.com,AzureAD,human,Executive,CISO,a748dbcf-ac61-9e63-0dde-29a6baa4b71a,2021-04-23,2026-06-07 00:00:00,True,False,True,US-East,1ca3c448-0279-b6a6-8f97-97b06d7ce3c9
093923de-8bab-ce3b-2628-6bfbe767dcea,Maria Montgomery,maria.montgomery@corp.nexusai.com,m.montgomery,AWS,human,Executive,CISO,a748dbcf-ac61-9e63-0dde-29a6baa4b71a,2021-04-23,2026-06-08 00:00:00,True,False,False,US-East,1ca3c448-0279-b6a6-8f97-97b06d7ce3c9
8d7248e2-951f-58d0-5e84-f058d5a804eb,Maria Montgomery,maria.montgomery@corp.nexusai.com,maria.montgomery@corp.nexusai.com,Okta,human,Executive,CISO,a748dbcf-ac61-9e63-0dde-29a6baa4b71a,2021-04-23,2026-06-17 00:00:00,True,False,True,US-East,1ca3c448-0279-b6a6-8f97-97b06d7ce3c9
0ab54bde-20a0-4502-6e06-809725e97977,Michelle Ray,michelle.ray@corp.nexusai.com,mray,AD,human,Sales,Account Executive,310c0c00-3fa7-f104-1bf9-0e27dc96925e,2021-08-19,2026-06-07 00:00:00,True,False,True,US-West,0ab54bde-20a0-4502-6e06-809725e97977
eededb07-e623-a689-5d59-cd2a4eea04e7,Michelle Ray,michelle.ray@corp.nexusai.com,michelle.ray@corp.nexusai.com,AzureAD,human,Sales,Account Executive,310c0c00-3fa7-f104-1bf9-0e27dc96925e,2021-08-19,2026-06-11 00:00:00,True,False,True,US-West,0ab54bde-20a0-4502-6e06-809725e97977
0a368ce7-dc57-0131-f8e1-daa7cbceabde,Michelle Ray,michelle.ray@corp.nexusai.com,michelle.ray@corp.nexusai.com,Okta,human,Sales,Account Executive,310c0c00-3fa7-f104-1bf9-0e27dc96925e,2021-08-19,2026-06-13 00:00:00,True,False,True,US-West,0ab54bde-20a0-4502-6e06-809725e97977
ae9bec36-35c7-936c-5b99-62c6e61fecc0,Michelle Ray,michelle.ray@corp.nexusai.com,michelle.ray@nexusai.salesforce.com,Salesforce,human,Sales,Account Executive,310c0c00-3fa7-f104-1bf9-0e27dc96925e,2021-08-19,2026-06-15 00:00:00,True,False,True,US-West,0ab54bde-20a0-4502-6e06-809725e97977
5a8aaeca-1a50-aec3-aabc-25fa3fe12e47,Janet Williams,janet.williams@corp.nexusai.com,jwilliams,AD,human,Marketing,Brand Specialist,db20a56e-dc81-5fe7-ceda-8bbb71710434,2023-07-14,2026-06-18 00:00:00,True,False,True,LATAM,5a8aaeca-1a50-aec3-aabc-25fa3fe12e47
dfed2c43-e256-a6dc-8f54-86b7c7b5b2bc,Janet Williams,janet.williams@corp.nexusai.com,janet.williams@corp.nexusai.com,AzureAD,human,Marketing,Brand Specialist,db20a56e-dc81-5fe7-ceda-8bbb71710434,2023-07-14,2026-06-18 00:00:00,True,False,True,LATAM,5a8aaeca-1a50-aec3-aabc-25fa3fe12e47
bfddc3d9-9ee3-ac2a-f94d-62046808593f,Janet Williams,janet.williams@corp.nexusai.com,janet.williams@corp.nexusai.com,Okta,human,Marketing,Brand Specialist,db20a56e-dc81-5fe7-ceda-8bbb71710434,2023-07-14,2026-06-10 00:00:00,True,False,False,LATAM,5a8aaeca-1a50-aec3-aabc-25fa3fe12e47
3c9ad14c-ee0c-aeb5-ecfe-db992790cebd,Jeremy Roberts,jeremy.roberts@corp.nexusai.com,jroberts,AD,human,HR,HR Business Partner,7914c120-c8dc-d19f-3e35-11287900f7f9,2022-04-15,2026-06-15 00:00:00,True,False,True,APAC,3c9ad14c-ee0c-aeb5-ecfe-db992790cebd
ccc56569-f9e8-a369-2999-b735dd56cc94,Jeremy Roberts,jeremy.roberts@corp.nexusai.com,jeremy.roberts@corp.nexusai.com,AzureAD,human,HR,HR Business Partner,7914c120-c8dc-d19f-3e35-11287900f7f9,2022-04-15,2026-06-19 00:00:00,True,False,False,APAC,3c9ad14c-ee0c-aeb5-ecfe-db992790cebd
698c206f-e1a4-7e10-2d53-4dd0cf8ebc5a,Jeremy Roberts,jeremy.roberts@corp.nexusai.com,jeremy.roberts@corp.nexusai.com,Okta,human,HR,HR Business Partner,7914c120-c8dc-d19f-3e35-11287900f7f9,2022-04-15,2026-06-09 00:00:00,True,False,True,APAC,3c9ad14c-ee0c-aeb5-ecfe-db992790cebd
ecab3301-bc8f-7d29-2dea-94930658663a,Jeremy Roberts,jeremy.roberts@corp.nexusai.com,jeremy.roberts@nexusai.salesforce.com,Salesforce,human,HR,HR Business Partner,7914c120-c8dc-d19f-3e35-11287900f7f9,2022-04-15,2026-06-18 00:00:00,True,False,True,APAC,3c9ad14c-ee0c-aeb5-ecfe-db992790cebd
696608aa-ee49-f329-c84a-7b28550a1b46,Christopher Hall,christopher.hall@corp.nexusai.com,chall,AD,human,IT-Operations,Systems Administrator,db20a56e-dc81-5fe7-ceda-8bbb71710434,2025-06-07,2026-06-15 00:00:00,True,False,True,APAC,696608aa-ee49-f329-c84a-7b28550a1b46
bc2cbb0d-dd33-4cc7-ab7f-089acd5f4822,Christopher Hall,christopher.hall@corp.nexusai.com,christopher.hall@nexusai.onmicrosoft.com,AzureAD,human,IT-Operations,Systems Administrator,db20a56e-dc81-5fe7-ceda-8bbb71710434,2025-06-07,2026-06-19 00:00:00,True,False,True,APAC,696608aa-ee49-f329-c84a-7b28550a1b46
28c13091-444d-610b-3f87-e362cf8d446a,Christopher Hall,christopher.hall@corp.nexusai.com,christopher-hall,AWS,human,IT-Operations,Systems Administrator,db20a56e-dc81-5fe7-ceda-8bbb71710434,2025-06-07,2026-06-10 00:00:00,True,False,True,APAC,696608aa-ee49-f329-c84a-7b28550a1b46
61ee411a-1bac-27a7-b386-f7a4c991603f,Christopher Hall,christopher.hall@corp.nexusai.com,christopher.hall@corp.nexusai.com,Okta,human,IT-Operations,Systems Administrator,db20a56e-dc81-5fe7-ceda-8bbb71710434,2025-06-07,2026-06-07 00:00:00,True,False,True,APAC,696608aa-ee49-f329-c84a-7b28550a1b46
787f2425-dbcc-c477-09e9-db0adf465290,Craig Ramirez,craig.ramirez@corp.nexusai.com,cramirez,AD,human,Sales,Enterprise Account Executive,310c0c00-3fa7-f104-1bf9-0e27dc96925e,2023-02-11,2026-01-19 00:00:00,True,True,True,EU-Central,787f2425-dbcc-c477-09e9-db0adf465290
eb1fa9f2-d10b-d1d0-3317-347038f16a81,Craig Ramirez,craig.ramirez@corp.nexusai.com,craig.ramirez@corp.nexusai.com,AzureAD,human,Sales,Enterprise Account Executive,310c0c00-3fa7-f104-1bf9-0e27dc96925e,2023-02-11,2025-09-10 00:00:00,True,True,True,EU-Central,787f2425-dbcc-c477-09e9-db0adf465290
d20eac17-4e20-fd1a-5983-36e375d66ed4,Craig Ramirez,craig.ramirez@corp.nexusai.com,craig.ramirez@corp.nexusai.com,Okta,human,Sales,Enterprise Account Executive,310c0c00-3fa7-f104-1bf9-0e27dc96925e,2023-02-11,2025-11-18 00:00:00,True,True,True,EU-Central,787f2425-dbcc-c477-09e9-db0adf465290
39118497-3a43-b2ba-df0f-06cbcb9bc326,Cynthia Diaz,cynthia.diaz@corp.nexusai.com,cdiaz,AD,human,HR,Talent Acquisition Specialist,310c0c00-3fa7-f104-1bf9-0e27dc96925e,2023-03-06,2026-06-07 00:00:00,True,True,True,EU-Central,39118497-3a43-b2ba-df0f-06cbcb9bc326
6601ddd0-3170-f437-a8f7-ef5a060edf5b,Cynthia Diaz,cynthia.diaz@corp.nexusai.com,cynthia.diaz@corp.nexusai.com,AzureAD,human,HR,Talent Acquisition Specialist,310c0c00-3fa7-f104-1bf9-0e27dc96925e,2023-03-06,2026-06-07 00:00:00,True,True,True,EU-Central,39118497-3a43-b2ba-df0f-06cbcb9bc326
