ad_object_guid,sam_account_name,user_principal_name,distinguished_name,display_name,given_name,surname,email,department,job_title,manager_dn,account_enabled,user_account_control,password_last_set,last_logon,account_created,ou
506e5a9a-b758-588d-ab73-295b344a54b8,lwolfe,linda.wolfe@corp.nexusai.com,"CN=Linda Wolfe,OU=Finance,DC=corp,DC=nexusai,DC=com",Linda Wolfe,Linda,Wolfe,linda.wolfe@corp.nexusai.com,Finance,Accountant,,True,512,2024-04-23 12:43:10,2026-06-09 00:00:00,2023-09-12,OU=Finance
ef8c485b-c07a-30f2-edd4-253b50f0fd0a,mmoore,matthew.moore@corp.nexusai.com,"CN=Matthew Moore,OU=Executives,DC=corp,DC=nexusai,DC=com",Matthew Moore,Matthew,Moore,matthew.moore@corp.nexusai.com,Executive,CISO,,True,512,2025-03-28 17:56:54,2026-06-14 00:00:00,2022-01-30,OU=Executives
8181a8cc-3691-47eb-89a2-688b12c136e0,srogers,susan.rogers@corp.nexusai.com,"CN=Susan Rogers,OU=Staff,DC=corp,DC=nexusai,DC=com",Susan Rogers,Susan,Rogers,susan.rogers@corp.nexusai.com,Sales,Account Executive,,True,512,2024-07-19 21:06:58,2026-06-12 00:00:00,2023-02-20,OU=Staff
4d71c366-b41b-3143-8b10-550cd5704f32,cdavis,christopher.davis@corp.nexusai.com,"CN=Christopher Davis,OU=Engineering,DC=corp,DC=nexusai,DC=com",Christopher Davis,Christopher,Davis,christopher.davis@corp.nexusai.com,Engineering,Engineering Manager,,False,514,2022-10-17 19:43:09,,2021-10-03,OU=Engineering
e0ccedc5-f05d-b76e-1a84-a51aa9d3d7c7,mmunoz,melanie.munoz@corp.nexusai.com,"CN=Melanie Munoz,OU=Executives,DC=corp,DC=nexusai,DC=com",Melanie Munoz,Melanie,Munoz,melanie.munoz@corp.nexusai.com,Executive,VP Engineering,,True,512,2022-03-17 04:51:25,2026-06-15 00:00:00,2020-08-20,OU=Executives
35ebd32d-9ad6-20ab-4821-2ddb45b89cd9,lblair,lindsay.blair@corp.nexusai.com,"CN=Lindsay Blair,OU=Staff,DC=corp,DC=nexusai,DC=com",Lindsay Blair,Lindsay,Blair,lindsay.blair@corp.nexusai.com,Legal,Contract Specialist,,True,512,2025-07-13 18:00:52,2026-06-15 00:00:00,2025-02-01,OU=Staff
e87d1c78-e7c4-21c7-4049-7b717d106c60,adudley,amanda.dudley@corp.nexusai.com,"CN=Amanda Dudley,OU=Staff,DC=corp,DC=nexusai,DC=com",Amanda Dudley,Amanda,Dudley,amanda.dudley@corp.nexusai.com,Sales,Account Executive,,False,514,2025-08-06 19:36:30,,2024-10-26,OU=Staff
1ca3c448-0279-b6a6-8f97-97b06d7ce3c9,mmontgomery,maria.montgomery@corp.nexusai.com,"CN=Maria Montgomery,OU=Executives,DC=corp,DC=nexusai,DC=com",Maria Montgomery,Maria,Montgomery,maria.montgomery@corp.nexusai.com,Executive,CISO,,True,512,2024-06-05 11:25:14,2026-06-12 00:00:00,2021-04-23,OU=Executives
0ab54bde-20a0-4502-6e06-809725e97977,mray,michelle.ray@corp.nexusai.com,"CN=Michelle Ray,OU=Staff,DC=corp,DC=nexusai,DC=com",Michelle Ray,Michelle,Ray,michelle.ray@corp.nexusai.com,Sales,Account Executive,,True,512,2023-09-04 09:43:49,2026-06-20 00:00:00,2021-08-19,OU=Staff
5a8aaeca-1a50-aec3-aabc-25fa3fe12e47,jwilliams,janet.williams@corp.nexusai.com,"CN=Janet Williams,OU=Staff,DC=corp,DC=nexusai,DC=com",Janet Williams,Janet,Williams,janet.williams@corp.nexusai.com,Marketing,Brand Specialist,,True,512,2024-01-26 18:25:16,2026-06-17 00:00:00,2023-07-14,OU=Staff
3c9ad14c-ee0c-aeb5-ecfe-db992790cebd,jroberts,jeremy.roberts@corp.nexusai.com,"CN=Jeremy Roberts,OU=HR,DC=corp,DC=nexusai,DC=com",Jeremy Roberts,Jeremy,Roberts,jeremy.roberts@corp.nexusai.com,HR,HR Business Partner,,True,512,2023-01-17 12:09:46,2026-06-18 00:00:00,2022-04-15,OU=HR
696608aa-ee49-f329-c84a-7b28550a1b46,chall,christopher.hall@corp.nexusai.com,"CN=Christopher Hall,OU=IT,DC=corp,DC=nexusai,DC=com",Christopher Hall,Christopher,Hall,christopher.hall@corp.nexusai.com,IT-Operations,Systems Administrator,,True,512,2025-08-19 09:43:26,2026-06-18 00:00:00,2025-06-07,OU=IT
787f2425-dbcc-c477-09e9-db0adf465290,cramirez,craig.ramirez@corp.nexusai.com,"CN=Craig Ramirez,OU=Staff,DC=corp,DC=nexusai,DC=com",Craig Ramirez,Craig,Ramirez,craig.ramirez@corp.nexusai.com,Sales,Enterprise Account Executive,,True,512,2024-07-01 05:07:01,2025-07-27 00:00:00,2023-02-11,OU=Staff
39118497-3a43-b2ba-df0f-06cbcb9bc326,cdiaz,cynthia.diaz@corp.nexusai.com,"CN=Cynthia Diaz,OU=HR,DC=corp,DC=nexusai,DC=com",Cynthia Diaz,Cynthia,Diaz,cynthia.diaz@corp.nexusai.com,HR,Talent Acquisition Specialist,,True,512,2023-09-05 17:11:06,2026-06-09 00:00:00,2023-03-06,OU=HR
59e4b671-4774-bc58-c5f8-bc16f7860b50,mclark,mitchell.clark@corp.nexusai.com,"CN=Mitchell Clark,OU=Staff,DC=corp,DC=nexusai,DC=com",Mitchell Clark,Mitchell,Clark,mitchell.clark@corp.nexusai.com,Operations,Operations Analyst,,True,512,2024-11-14 07:28:28,2026-06-16 00:00:00,2024-03-29,OU=Staff
94a1875d-2db6-9edb-42de-ffccf86c2ca2,jzuniga,joseph.zuniga@corp.nexusai.com,"CN=Joseph Zuniga,OU=Staff,DC=corp,DC=nexusai,DC=com",Joseph Zuniga,Joseph,Zuniga,joseph.zuniga@corp.nexusai.com,Marketing,Demand Generation Manager,,True,512,2024-02-02 17:48:46,2026-06-08 00:00:00,2023-02-12,OU=Staff
6fb78271-504d-281f-c953-5b63ba81edd9,dlynch,deborah.lynch@corp.nexusai.com,"CN=Deborah Lynch,OU=Staff,DC=corp,DC=nexusai,DC=com",Deborah Lynch,Deborah,Lynch,deborah.lynch@corp.nexusai.com,Operations,Operations Analyst,,True,512,2022-10-26 09:40:38,2026-06-12 00:00:00,2022-08-07,OU=Staff
ce777f00-ecf2-7e76-8519-7ff4006ed6e3,gdaniel,george.daniel@corp.nexusai.com,"CN=George Daniel,OU=Staff,DC=corp,DC=nexusai,DC=com",George Daniel,George,Daniel,george.daniel@corp.nexusai.com,Operations,Operations Manager,,True,512,2025-01-16 02:57:50,2026-06-16 00:00:00,2022-09-04,OU=Staff
9f871ce7-5487-fd4f-ebb7-a385aa0b7b14,fgray,frank.gray@corp.nexusai.com,"CN=Frank Gray,OU=Staff,DC=corp,DC=nexusai,DC=com",Frank Gray,Frank,Gray,frank.gray@corp.nexusai.com,Legal,Compliance Officer,,True,512,2025-07-23 13:05:31,2026-06-14 00:00:00,2023-09-25,OU=Staff
5380b904-688c-7015-aab9-7e494f2d4796,vbowman,veronica.bowman@corp.nexusai.com,"CN=Veronica Bowman,OU=Executives,DC=corp,DC=nexusai,DC=com",Veronica Bowman,Veronica,Bowman,veronica.bowman@corp.nexusai.com,Executive,CTO,,True,512,2024-02-01 03:46:36,2026-06-07 00:00:00,2023-06-06,OU=Executives
9b4e2c24-9479-e1e6-c927-7d9b6e0d2648,mparsons,megan.parsons@corp.nexusai.com,"CN=Megan Parsons,OU=IT,DC=corp,DC=nexusai,DC=com",Megan Parsons,Megan,Parsons,megan.parsons@corp.nexusai.com,IT-Operations,Systems Administrator,,True,512,2025-07-13 03:48:01,2026-06-15 00:00:00,2024-01-02,OU=IT
f5b78cc7-e6b3-c944-cb32-3e357922bac2,jjohnson,jeremy.johnson@corp.nexusai.com,"CN=Jeremy Johnson,OU=Security,DC=corp,DC=nexusai,DC=com",Jeremy Johnson,Jeremy,Johnson,jeremy.johnson@corp.nexusai.com,Security,Security Analyst,,True,512,2025-02-21 14:50:10,2025-11-17 00:00:00,2022-12-12,OU=Security
17e8392a-55ce-e5db-9e87-e04ca2086977,ladams,leslie.adams@corp.nexusai.com,"CN=Leslie Adams,OU=Executives,DC=corp,DC=nexusai,DC=com",Leslie Adams,Leslie,Adams,leslie.adams@corp.nexusai.com,Executive,VP Engineering,,True,512,2023-12-14 15:40:08,2025-11-23 00:00:00,2023-06-10,OU=Executives
9c7c7377-79a2-8903-fbe3-3b243eae0032,jhahn,jason.hahn@corp.nexusai.com,"CN=Jason Hahn,OU=IT,DC=corp,DC=nexusai,DC=com",Jason Hahn,Jason,Hahn,jason.hahn@corp.nexusai.com,IT-Operations,Systems Administrator,,True,512,2023-10-28 13:08:09,2026-06-11 00:00:00,2023-10-19,OU=IT
624c69b6-b244-45a7-b7e5-848131c681ec,nedwards,nancy.edwards@corp.nexusai.com,"CN=Nancy Edwards,OU=Finance,DC=corp,DC=nexusai,DC=com",Nancy Edwards,Nancy,Edwards,nancy.edwards@corp.nexusai.com,Finance,Financial Analyst,,True,512,2022-07-16 00:22:12,2026-06-11 00:00:00,2021-11-10,OU=Finance
3805f907-6cd6-6193-c746-8f591b494e15,dfoster,diana.foster@corp.nexusai.com,"CN=Diana Foster,OU=Staff,DC=corp,DC=nexusai,DC=com",Diana Foster,Diana,Foster,diana.foster@corp.nexusai.com,Marketing,Demand Generation Manager,,True,512,2021-03-20 16:19:40,2026-06-12 00:00:00,2020-12-20,OU=Staff
8f15ba58-fce6-8504-87f8-424daae65fc1,jwright,joseph.wright@corp.nexusai.com,"CN=Joseph Wright,OU=Staff,DC=corp,DC=nexusai,DC=com",Joseph Wright,Joseph,Wright,joseph.wright@corp.nexusai.com,Marketing,Marketing Analyst,,True,512,2025-05-02 08:39:15,2026-06-12 00:00:00,2024-04-11,OU=Staff
6d3ee1dc-8139-2443-e45b-712eb8225688,abaker,anna.baker@corp.nexusai.com,"CN=Anna Baker,OU=Security,DC=corp,DC=nexusai,DC=com",Anna Baker,Anna,Baker,anna.baker@corp.nexusai.com,Security,IAM Engineer,,True,512,2026-03-29 03:00:49,2026-06-14 00:00:00,2023-08-30,OU=Security
46fde062-a33d-c7af-d701-410d3f4b1a70,bhurst,brenda.hurst@corp.nexusai.com,"CN=Brenda Hurst,OU=Engineering,DC=corp,DC=nexusai,DC=com",Brenda Hurst,Brenda,Hurst,brenda.hurst@corp.nexusai.com,Engineering,Principal Engineer,,True,512,2025-12-22 02:57:56,2026-06-16 00:00:00,2023-10-11,OU=Engineering
e49d681d-51d8-7c64-55fa-1ab8458f1f19,rrobinson,reginald.robinson@corp.nexusai.com,"CN=Reginald Robinson,OU=Staff,DC=corp,DC=nexusai,DC=com",Reginald Robinson,Reginald,Robinson,reginald.robinson@corp.nexusai.com,Legal,Contract Specialist,,True,512,2025-04-28 21:49:17,2026-06-20 00:00:00,2021-12-22,OU=Staff
6a34c854-1071-4d51-36c5-9dacb4d7e28e,whicks,whitney.hicks@corp.nexusai.com,"CN=Whitney Hicks,OU=HR,DC=corp,DC=nexusai,DC=com",Whitney Hicks,Whitney,Hicks,whitney.hicks@corp.nexusai.com,HR,Talent Acquisition Specialist,,False,514,2025-02-03 08:14:21,,2024-02-26,OU=HR
05000bc6-b20d-cb6e-f231-1f1795863a76,cwilliams,christopher.williams@corp.nexusai.com,"CN=Christopher Williams,OU=HR,DC=corp,DC=nexusai,DC=com",Christopher Williams,Christopher,Williams,christopher.williams@corp.nexusai.com,HR,Talent Acquisition Specialist,,True,512,2023-06-20 21:39:14,2026-06-16 00:00:00,2023-03-23,OU=HR
d5f25073-f414-02b1-e442-9ebbda7b9095,dburton,daniel.burton@corp.nexusai.com,"CN=Daniel Burton,OU=HR,DC=corp,DC=nexusai,DC=com",Daniel Burton,Daniel,Burton,daniel.burton@corp.nexusai.com,HR,HR Specialist,,True,512,2024-02-12 09:51:05,2026-06-19 00:00:00,2023-03-28,OU=HR
45df16b6-382c-043f-7cfc-9b793875394c,lhenderson,laura.henderson@corp.nexusai.com,"CN=Laura Henderson,OU=Finance,DC=corp,DC=nexusai,DC=com",Laura Henderson,Laura,Henderson,laura.henderson@corp.nexusai.com,Finance,Finance Manager,,True,512,2025-05-10 10:08:25,2026-06-14 00:00:00,2024-06-16,OU=Finance
d72b6108-2a40-5f12-b963-f37f67814c1f,bjames,bryan.james@corp.nexusai.com,"CN=Bryan James,OU=Staff,DC=corp,DC=nexusai,DC=com",Bryan James,Bryan,James,bryan.james@corp.nexusai.com,Legal,Contract Specialist,,False,514,2023-04-15 07:56:20,,2022-09-26,OU=Staff
2e85cb21-7631-de9d-dde9-f86322bd3388,wrice,wendy.rice@corp.nexusai.com,"CN=Wendy Rice,OU=Staff,DC=corp,DC=nexusai,DC=com",Wendy Rice,Wendy,Rice,wendy.rice@corp.nexusai.com,Marketing,Brand Specialist,,True,512,2025-12-21 11:54:03,2026-06-20 00:00:00,2021-09-05,OU=Staff
473bd358-610e-6a64-e130-1617c2dff335,tvalencia,tasha.valencia@corp.nexusai.com,"CN=Tasha Valencia,OU=Staff,DC=corp,DC=nexusai,DC=com",Tasha Valencia,Tasha,Valencia,tasha.valencia@corp.nexusai.com,Sales,Enterprise Account Executive,,True,512,2024-05-05 12:12:43,2026-06-10 00:00:00,2023-12-05,OU=Staff
39669fa7-5997-0043-f3b1-025bfff9f585,ale,alexander.le@corp.nexusai.com,"CN=Alexander Le,OU=Finance,DC=corp,DC=nexusai,DC=com",Alexander Le,Alexander,Le,alexander.le@corp.nexusai.com,Finance,Controller,,True,512,2024-12-19 00:44:14,2026-06-17 00:00:00,2022-03-23,OU=Finance
d6d7b3b8-3309-4d35-3f4d-f561f319c125,eherrera,erin.herrera@corp.nexusai.com,"CN=Erin Herrera,OU=Engineering,DC=corp,DC=nexusai,DC=com",Erin Herrera,Erin,Herrera,erin.herrera@corp.nexusai.com,Engineering,Data Engineer,,True,512,2023-11-17 22:49:19,2026-06-18 00:00:00,2021-07-15,OU=Engineering
3d114802-2702-878b-9f0f-da8d05379ff6,jdavidson,joseph.davidson@corp.nexusai.com,"CN=Joseph Davidson,OU=Finance,DC=corp,DC=nexusai,DC=com",Joseph Davidson,Joseph,Davidson,joseph.davidson@corp.nexusai.com,Finance,Finance Manager,,True,512,2025-03-03 18:23:58,2026-06-08 00:00:00,2023-10-28,OU=Finance
5e6fea07-c453-6f1d-4199-2fdfb31022f0,dgraham,daniel.graham@corp.nexusai.com,"CN=Daniel Graham,OU=Finance,DC=corp,DC=nexusai,DC=com",Daniel Graham,Daniel,Graham,daniel.graham@corp.nexusai.com,Finance,Accountant,,True,512,2025-04-09 21:11:52,2026-06-13 00:00:00,2024-08-05,OU=Finance
4fa03f26-f6f7-f0cc-29ec-8e49d1bdb8c0,smckay,shawn.mckay@corp.nexusai.com,"CN=Shawn Mckay,OU=Staff,DC=corp,DC=nexusai,DC=com",Shawn Mckay,Shawn,Mckay,shawn.mckay@corp.nexusai.com,Sales,Account Executive,,True,512,2025-12-12 02:15:29,2026-06-10 00:00:00,2020-11-05,OU=Staff
e87466d7-ad66-a1bd-9367-6a024fdc6e1b,nbaker,nancy.baker@corp.nexusai.com,"CN=Nancy Baker,OU=Staff,DC=corp,DC=nexusai,DC=com",Nancy Baker,Nancy,Baker,nancy.baker@corp.nexusai.com,Operations,Operations Manager,,True,512,2024-04-22 12:35:47,2026-06-15 00:00:00,2022-05-30,OU=Staff
4d3485c5-c5c1-4eb4-b27b-3d901a16342c,vwhite,vincent.white@corp.nexusai.com,"CN=Vincent White,OU=HR,DC=corp,DC=nexusai,DC=com",Vincent White,Vincent,White,vincent.white@corp.nexusai.com,HR,HR Specialist,,True,512,2021-10-02 01:33:31,2026-06-15 00:00:00,2020-09-05,OU=HR
033d2bce-575a-ed2c-a5c5-650c8186a576,kfowler,kenneth.fowler@corp.nexusai.com,"CN=Kenneth Fowler,OU=HR,DC=corp,DC=nexusai,DC=com",Kenneth Fowler,Kenneth,Fowler,kenneth.fowler@corp.nexusai.com,HR,HR Manager,,True,512,2024-11-21 02:44:15,2026-06-19 00:00:00,2023-01-07,OU=HR
75b17a55-d426-2982-e43e-4288a2b5b498,chernandez,chelsea.hernandez@corp.nexusai.com,"CN=Chelsea Hernandez,OU=Executives,DC=corp,DC=nexusai,DC=com",Chelsea Hernandez,Chelsea,Hernandez,chelsea.hernandez@corp.nexusai.com,Executive,CTO,,True,512,2024-11-19 20:37:02,2025-12-01 00:00:00,2022-10-05,OU=Executives
eb6c1016-cee6-24d0-9dac-6e8345241ea6,kryan,kathryn.ryan@corp.nexusai.com,"CN=Kathryn Ryan,OU=IT,DC=corp,DC=nexusai,DC=com",Kathryn Ryan,Kathryn,Ryan,kathryn.ryan@corp.nexusai.com,IT-Operations,Systems Administrator,,True,512,2025-06-10 02:28:37,2026-06-16 00:00:00,2023-10-24,OU=IT
3ed8c56c-da09-dfa0-5282-8d8044b591f7,kmoreno,kimberly.moreno@corp.nexusai.com,"CN=Kimberly Moreno,OU=Staff,DC=corp,DC=nexusai,DC=com",Kimberly Moreno,Kimberly,Moreno,kimberly.moreno@corp.nexusai.com,Operations,Business Operations Specialist,,True,512,2024-08-29 08:54:20,2026-06-16 00:00:00,2024-01-18,OU=Staff
7e8adee7-0758-e201-561e-16d16105716b,anguyen,aaron.nguyen@corp.nexusai.com,"CN=Aaron Nguyen,OU=Staff,DC=corp,DC=nexusai,DC=com",Aaron Nguyen,Aaron,Nguyen,aaron.nguyen@corp.nexusai.com,Legal,Contract Specialist,,False,514,2023-10-12 09:51:56,,2020-12-28,OU=Staff
b63b4dc3-a559-e463-79e1-3ceab0cbc61f,ndecker,natasha.decker@corp.nexusai.com,"CN=Natasha Decker,OU=Security,DC=corp,DC=nexusai,DC=com",Natasha Decker,Natasha,Decker,natasha.decker@corp.nexusai.com,Security,Threat Intelligence Analyst,,True,512,2025-02-10 07:00:29,2026-06-08 00:00:00,2024-01-24,OU=Security
ff233d5f-6ced-d15d-5800-7c0287ea7ff5,narroyo,natalie.arroyo@corp.nexusai.com,"CN=Natalie Arroyo,OU=Staff,DC=corp,DC=nexusai,DC=com",Natalie Arroyo,Natalie,Arroyo,natalie.arroyo@corp.nexusai.com,Legal,Legal Counsel,,False,514,2023-12-12 02:09:42,,2020-11-22,OU=Staff
b8a6171f-1ee3-4dc4-3b04-8a8b405bfdc9,ctucker,christopher.tucker@corp.nexusai.com,"CN=Christopher Tucker,OU=HR,DC=corp,DC=nexusai,DC=com",Christopher Tucker,Christopher,Tucker,christopher.tucker@corp.nexusai.com,HR,HR Business Partner,,True,512,2024-12-03 04:26:25,2026-06-13 00:00:00,2024-10-06,OU=HR
bd1531c8-3764-fbda-3108-d4482f65fafa,chodges,chad.hodges@corp.nexusai.com,"CN=Chad Hodges,OU=Staff,DC=corp,DC=nexusai,DC=com",Chad Hodges,Chad,Hodges,chad.hodges@corp.nexusai.com,Operations,Process Engineer,,True,512,2023-05-30 23:51:50,2026-06-11 00:00:00,2021-04-28,OU=Staff
d52721e7-19bc-143e-fb02-bebb48729a4d,kanderson,katie.anderson@corp.nexusai.com,"CN=Katie Anderson,OU=IT,DC=corp,DC=nexusai,DC=com",Katie Anderson,Katie,Anderson,katie.anderson@corp.nexusai.com,IT-Operations,Cloud Engineer,,True,512,2025-09-10 15:34:53,2026-06-18 00:00:00,2024-06-16,OU=IT
0ba6eab9-4639-447b-2067-bdac88bd13d1,tpierce,thomas.pierce@corp.nexusai.com,"CN=Thomas Pierce,OU=Security,DC=corp,DC=nexusai,DC=com",Thomas Pierce,Thomas,Pierce,thomas.pierce@corp.nexusai.com,Security,Senior Security Analyst,,True,512,2024-01-29 08:46:19,2026-06-16 00:00:00,2022-11-24,OU=Security
1a432f0a-7daa-39f0-c0b6-fce2de53790a,jbrennan,joseph.brennan@corp.nexusai.com,"CN=Joseph Brennan,OU=HR,DC=corp,DC=nexusai,DC=com",Joseph Brennan,Joseph,Brennan,joseph.brennan@corp.nexusai.com,HR,Compensation Analyst,,True,512,2025-12-20 22:39:09,2026-06-09 00:00:00,2024-07-26,OU=HR
afbb411a-a123-5a8c-93b7-a88612f70c97,ablair,amber.blair@corp.nexusai.com,"CN=Amber Blair,OU=Executives,DC=corp,DC=nexusai,DC=com",Amber Blair,Amber,Blair,amber.blair@corp.nexusai.com,Executive,CTO,,True,512,2025-06-30 17:44:53,2026-06-17 00:00:00,2025-01-06,OU=Executives
8edddfcd-1e52-d770-3f89-7142fe716b14,jcollins,james.collins@corp.nexusai.com,"CN=James Collins,OU=IT,DC=corp,DC=nexusai,DC=com",James Collins,James,Collins,james.collins@corp.nexusai.com,IT-Operations,Cloud Engineer,,True,512,2021-10-10 13:34:28,2026-06-20 00:00:00,2021-01-02,OU=IT
3d67cde9-2834-e4c0-14c8-b3b4a911d192,dwalker,david.walker@corp.nexusai.com,"CN=David Walker,OU=Engineering,DC=corp,DC=nexusai,DC=com",David Walker,David,Walker,david.walker@corp.nexusai.com,Engineering,Data Engineer,,True,512,2024-02-23 08:01:09,2026-06-20 00:00:00,2023-07-28,OU=Engineering
1238d630-743b-65a2-dc0f-2fcfb3f6fe0d,mchapman,matthew.chapman@corp.nexusai.com,"CN=Matthew Chapman,OU=Engineering,DC=corp,DC=nexusai,DC=com",Matthew Chapman,Matthew,Chapman,matthew.chapman@corp.nexusai.com,Engineering,QA Engineer,,True,512,2025-01-03 20:19:01,2026-06-20 00:00:00,2024-04-07,OU=Engineering
96fc734d-a003-cd28-ca8f-3653c9af18f8,jrobinson,jerry.robinson@corp.nexusai.com,"CN=Jerry Robinson,OU=Finance,DC=corp,DC=nexusai,DC=com",Jerry Robinson,Jerry,Robinson,jerry.robinson@corp.nexusai.com,Finance,Financial Analyst,,True,512,2024-02-25 08:17:16,2026-06-08 00:00:00,2021-01-05,OU=Finance
44007d5a-e88d-a719-2624-2b40a5cb63a2,cwelch,chad.welch@corp.nexusai.com,"CN=Chad Welch,OU=Staff,DC=corp,DC=nexusai,DC=com",Chad Welch,Chad,Welch,chad.welch@corp.nexusai.com,Sales,Account Executive,,False,514,2024-04-16 03:58:21,,2022-06-23,OU=Staff
ebd34616-91b7-8d8e-d301-6989bfbbb17f,jwhitehead,jeremy.whitehead@corp.nexusai.com,"CN=Jeremy Whitehead,OU=IT,DC=corp,DC=nexusai,DC=com",Jeremy Whitehead,Jeremy,Whitehead,jeremy.whitehead@corp.nexusai.com,IT-Operations,IT Support Specialist,,True,512,2024-08-11 00:51:41,2026-06-11 00:00:00,2024-01-26,OU=IT
9918ee46-1497-d658-7010-f7197e695d0d,mjones,michele.jones@corp.nexusai.com,"CN=Michele Jones,OU=Executives,DC=corp,DC=nexusai,DC=com",Michele Jones,Michele,Jones,michele.jones@corp.nexusai.com,Executive,SVP Finance,,True,512,2023-03-12 20:34:17,2025-09-13 00:00:00,2020-08-12,OU=Executives
964db03f-9340-3fad-dc4a-d56bd6016237,jcaldwell,john.caldwell@corp.nexusai.com,"CN=John Caldwell,OU=Staff,DC=corp,DC=nexusai,DC=com",John Caldwell,John,Caldwell,john.caldwell@corp.nexusai.com,Operations,Operations Manager,,True,512,2026-02-05 05:43:51,2026-06-18 00:00:00,2020-10-19,OU=Staff
9384ec2b-44fe-acae-d248-a9a7ac1aa554,janderson,jason.anderson@corp.nexusai.com,"CN=Jason Anderson,OU=Finance,DC=corp,DC=nexusai,DC=com",Jason Anderson,Jason,Anderson,jason.anderson@corp.nexusai.com,Finance,Senior Financial Analyst,,True,512,2025-08-25 07:49:04,2026-06-11 00:00:00,2024-10-23,OU=Finance
d0725b5c-a281-4044-6f96-288295d82980,sduncan,selena.duncan@corp.nexusai.com,"CN=Selena Duncan,OU=Security,DC=corp,DC=nexusai,DC=com",Selena Duncan,Selena,Duncan,selena.duncan@corp.nexusai.com,Security,Incident Responder,,False,514,2024-01-06 15:15:01,,2023-12-27,OU=Security
