identity_id,ground_truth_anomaly_type,ground_truth_is_anomalous,anomaly_subtype,injection_details
laura.perez@corp.nexusai.com,PRIVILEGE_ESCALATION,True,no_ticket_role_change,{}
rachel.clark@corp.nexusai.com,PRIVILEGE_ESCALATION,True,no_ticket_role_change,{}
nicole.suarez@corp.nexusai.com,PRIVILEGE_ESCALATION,True,no_ticket_role_change,{}
haley.lyons@corp.nexusai.com,PRIVILEGE_ESCALATION,True,no_ticket_role_change,{}
richard.brown@corp.nexusai.com,PRIVILEGE_ESCALATION,True,no_ticket_role_change,{}
darlene.ross@corp.nexusai.com,PRIVILEGE_ESCALATION,True,no_ticket_role_change,{}
robert.villa@corp.nexusai.com,PRIVILEGE_ESCALATION,True,no_ticket_role_change,{}
eric.spears@corp.nexusai.com,PRIVILEGE_ESCALATION,True,no_ticket_role_change,{}
jennifer.harris@corp.nexusai.com,PRIVILEGE_ESCALATION,True,no_ticket_role_change,{}
joseph.morton@corp.nexusai.com,PRIVILEGE_ESCALATION,True,no_ticket_role_change,{}
wendy.rice@corp.nexusai.com,TOKEN_ABUSE,True,api_token_burst_offhours,{}
gregory.rubio@corp.nexusai.com,TOKEN_ABUSE,True,api_token_burst_offhours,{}
james.wilson@corp.nexusai.com,TOKEN_ABUSE,True,api_token_burst_offhours,{}
matthew.beard@corp.nexusai.com,TOKEN_ABUSE,True,api_token_burst_offhours,{}
kimberly.henson@corp.nexusai.com,TOKEN_ABUSE,True,api_token_burst_offhours,{}
kathy.obrien@corp.nexusai.com,TOKEN_ABUSE,True,api_token_burst_offhours,{}
eric.phillips@corp.nexusai.com,TOKEN_ABUSE,True,api_token_burst_offhours,{}
travis.davis@corp.nexusai.com,TOKEN_ABUSE,True,api_token_burst_offhours,{}
todd.lewis@corp.nexusai.com,TOKEN_ABUSE,True,api_token_burst_offhours,{}
earl.anderson@corp.nexusai.com,TOKEN_ABUSE,True,api_token_burst_offhours,{}
amanda.webb@corp.nexusai.com,TOKEN_ABUSE,True,api_token_burst_offhours,{}
jeffrey.velasquez@corp.nexusai.com,TOKEN_ABUSE,True,api_token_burst_offhours,{}
monica.garrison@corp.nexusai.com,TOKEN_ABUSE,True,api_token_burst_offhours,{}
chelsea.allen@corp.nexusai.com,TOKEN_ABUSE,True,api_token_burst_offhours,{}
keith.landry@corp.nexusai.com,TOKEN_ABUSE,True,api_token_burst_offhours,{}
gary.lawson@corp.nexusai.com,TOKEN_ABUSE,True,api_token_burst_offhours,{}
cheryl.archer@corp.nexusai.com,DORMANT_ADMIN,True,privileged_no_login_90d,{}
michelle.cherry@corp.nexusai.com,DORMANT_ADMIN,True,privileged_no_login_90d,{}
rita.harrell@corp.nexusai.com,DORMANT_ADMIN,True,privileged_no_login_90d,{}
matthew.shelton@corp.nexusai.com,DORMANT_ADMIN,True,privileged_no_login_90d,{}
johnny.miller@corp.nexusai.com,DORMANT_ADMIN,True,privileged_no_login_90d,{}
samuel.holmes@corp.nexusai.com,DORMANT_ADMIN,True,privileged_no_login_90d,{}
anne.robinson@corp.nexusai.com,DORMANT_ADMIN,True,privileged_no_login_90d,{}
amy.morrison@corp.nexusai.com,DORMANT_ADMIN,True,privileged_no_login_90d,{}
joe.wilson@corp.nexusai.com,DORMANT_ADMIN,True,privileged_no_login_90d,{}
stephanie.key@corp.nexusai.com,DORMANT_ADMIN,True,privileged_no_login_90d,{}
craig.ramirez@corp.nexusai.com,DORMANT_ADMIN,True,privileged_no_login_90d,{}
alexandra.hayes@corp.nexusai.com,DORMANT_ADMIN,True,privileged_no_login_90d,{}
steven.wilson@corp.nexusai.com,DORMANT_ADMIN,True,privileged_no_login_90d,{}
karen.carrillo@corp.nexusai.com,DORMANT_ADMIN,True,privileged_no_login_90d,{}
jacqueline.gibson@corp.nexusai.com,DORMANT_ADMIN,True,privileged_no_login_90d,{}
rodney.owens@corp.nexusai.com,DORMANT_ADMIN,True,privileged_no_login_90d,{}
jeremy.johnson@corp.nexusai.com,DORMANT_ADMIN,True,privileged_no_login_90d,{}
kathleen.harris@corp.nexusai.com,DORMANT_ADMIN,True,privileged_no_login_90d,{}
donna.moore@corp.nexusai.com,DORMANT_ADMIN,True,privileged_no_login_90d,{}
chelsea.hernandez@corp.nexusai.com,DORMANT_ADMIN,True,privileged_no_login_90d,{}
michele.jones@corp.nexusai.com,DORMANT_ADMIN,True,privileged_no_login_90d,{}
anna.torres@corp.nexusai.com,DORMANT_ADMIN,True,privileged_no_login_90d,{}
jacob.robinson@corp.nexusai.com,DORMANT_ADMIN,True,privileged_no_login_90d,{}
leslie.adams@corp.nexusai.com,DORMANT_ADMIN,True,privileged_no_login_90d,{}
john.leblanc@corp.nexusai.com,DORMANT_ADMIN,True,privileged_no_login_90d,{}
lynn.morales@corp.nexusai.com,DORMANT_ADMIN,True,privileged_no_login_90d,{}
jasmine.graham@corp.nexusai.com,DORMANT_ADMIN,True,privileged_no_login_90d,{}
lee.charles@corp.nexusai.com,DORMANT_ADMIN,True,privileged_no_login_90d,{}
destiny.smith@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
james.horton@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
jessica.edwards@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
tracy.chang@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
phyllis.manning@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
william.hoover@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
christopher.robertson@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
monique.andrews@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
troy.sanchez@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
diana.marshall@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
diana.foster@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
kathryn.ryan@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
megan.parsons@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
john.martinez@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
ross.wood@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
aaron.frost@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
sabrina.white@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
terri.tran@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
brooke.harvey@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
hannah.burton@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
amber.taylor@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
jason.murphy@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
joyce.arnold@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
vanessa.sandoval@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
lisa.pierce@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
jessica.sheppard@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
andrea.reyes@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
john.foster@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
michelle.wright@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
christopher.cortez@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
richard.martin@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
melissa.ashley@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
bill.reynolds@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
susan.cowan@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
charles.soto@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
john.walsh@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
jack.williams@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
dana.green@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
thomas.green@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
steven.bishop@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
robert.stein@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
vincent.white@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
jeffrey.robinson@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
mitchell.clark@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
meghan.davis@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
andrea.pennington@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
erin.herrera@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
jody.meza@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
victoria.durham@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
melanie.munoz@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
lisa.adams@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
keith.martinez@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
jennifer.jones@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
melissa.burke@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
john.caldwell@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
jill.rhodes@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
travis.mcguire@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
anthony.day@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
susan.sanders@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
eric.yu@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
cynthia.baker@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
holly.wang@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
melissa.jones@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
brian.silva@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
stefanie.gonzalez@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
katherine.garrett@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
janet.williams@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
cindy.johnson@corp.nexusai.com,LEGITIMATE_EXCEPTION,False,authorized_temp_elevated_access,{}
martin.galvan@corp.nexusai.com,NORMAL,False,,{}
elizabeth.travis@corp.nexusai.com,NORMAL,False,,{}
nicholas.galloway@corp.nexusai.com,NORMAL,False,,{}
daniel.yu@corp.nexusai.com,NORMAL,False,,{}
laura.valencia@corp.nexusai.com,NORMAL,False,,{}
rick.daniels@corp.nexusai.com,NORMAL,False,,{}
tiffany.warren@corp.nexusai.com,NORMAL,False,,{}
angela.higgins@corp.nexusai.com,NORMAL,False,,{}
michelle.ray@corp.nexusai.com,NORMAL,False,,{}
robert.johnson@corp.nexusai.com,NORMAL,False,,{}
thomas.santana@corp.nexusai.com,NORMAL,False,,{}
scott.callahan@corp.nexusai.com,NORMAL,False,,{}
joseph.wright@corp.nexusai.com,NORMAL,False,,{}
brooke.leonard@corp.nexusai.com,NORMAL,False,,{}
danielle.johnson@corp.nexusai.com,NORMAL,False,,{}
anthony.gonzalez@corp.nexusai.com,NORMAL,False,,{}
jacqueline.hill@corp.nexusai.com,NORMAL,False,,{}
jesse.mann@corp.nexusai.com,NORMAL,False,,{}
brandy.dominguez@corp.nexusai.com,NORMAL,False,,{}
collin.jordan@corp.nexusai.com,NORMAL,False,,{}
margaret.jones@corp.nexusai.com,NORMAL,False,,{}
joseph.mahoney@corp.nexusai.com,NORMAL,False,,{}
joseph.brennan@corp.nexusai.com,NORMAL,False,,{}
tina.sanchez@corp.nexusai.com,NORMAL,False,,{}
daniel.coleman@corp.nexusai.com,NORMAL,False,,{}
rebecca.gardner@corp.nexusai.com,NORMAL,False,,{}
taylor.alexander@corp.nexusai.com,NORMAL,False,,{}
joseph.jacobs@corp.nexusai.com,NORMAL,False,,{}
jason.anderson@corp.nexusai.com,NORMAL,False,,{}
sydney.baker@corp.nexusai.com,NORMAL,False,,{}
emily.walker@corp.nexusai.com,NORMAL,False,,{}
jerry.robinson@corp.nexusai.com,NORMAL,False,,{}
andrew.lee@corp.nexusai.com,NORMAL,False,,{}
brian.hernandez@corp.nexusai.com,NORMAL,False,,{}
richard.phillips@corp.nexusai.com,NORMAL,False,,{}
matthew.chapman@corp.nexusai.com,NORMAL,False,,{}
jessica.nunez@corp.nexusai.com,NORMAL,False,,{}
lindsay.blair@corp.nexusai.com,NORMAL,False,,{}
kyle.nolan@corp.nexusai.com,NORMAL,False,,{}
paul.ray@corp.nexusai.com,NORMAL,False,,{}
joshua.davenport@corp.nexusai.com,NORMAL,False,,{}
marcus.wright@corp.nexusai.com,NORMAL,False,,{}
curtis.barton@corp.nexusai.com,NORMAL,False,,{}
melissa.short@corp.nexusai.com,NORMAL,False,,{}
james.west@corp.nexusai.com,NORMAL,False,,{}
joseph.flores@corp.nexusai.com,NORMAL,False,,{}
daniel.burton@corp.nexusai.com,NORMAL,False,,{}
andrea.davis@corp.nexusai.com,NORMAL,False,,{}
dennis.wilson@corp.nexusai.com,NORMAL,False,,{}
daniel.johnson@corp.nexusai.com,NORMAL,False,,{}
aaron.hayes@corp.nexusai.com,NORMAL,False,,{}
ryan.johnson@corp.nexusai.com,NORMAL,False,,{}
tara.white@corp.nexusai.com,NORMAL,False,,{}
andrew.hickman@corp.nexusai.com,NORMAL,False,,{}
denise.webster@corp.nexusai.com,NORMAL,False,,{}
linda.wolfe@corp.nexusai.com,NORMAL,False,,{}
shawn.mckay@corp.nexusai.com,NORMAL,False,,{}
thomas.pearson@corp.nexusai.com,NORMAL,False,,{}
marilyn.jimenez@corp.nexusai.com,NORMAL,False,,{}
martha.warner@corp.nexusai.com,NORMAL,False,,{}
michael.cook@corp.nexusai.com,NORMAL,False,,{}
katie.boyd@corp.nexusai.com,NORMAL,False,,{}
lisa.keith@corp.nexusai.com,NORMAL,False,,{}
joseph.zuniga@corp.nexusai.com,NORMAL,False,,{}
brenda.hurst@corp.nexusai.com,NORMAL,False,,{}
michael.molina@corp.nexusai.com,NORMAL,False,,{}
thomas.mueller@corp.nexusai.com,NORMAL,False,,{}
angela.cohen@corp.nexusai.com,NORMAL,False,,{}
adam.wise@corp.nexusai.com,NORMAL,False,,{}
todd.hardy@corp.nexusai.com,NORMAL,False,,{}
reginald.robinson@corp.nexusai.com,NORMAL,False,,{}
jason.salinas@corp.nexusai.com,NORMAL,False,,{}
robert.clark@corp.nexusai.com,NORMAL,False,,{}
april.williams@corp.nexusai.com,NORMAL,False,,{}
nancy.baker@corp.nexusai.com,NORMAL,False,,{}
david.dudley@corp.nexusai.com,NORMAL,False,,{}
pamela.sanchez@corp.nexusai.com,NORMAL,False,,{}
mark.lin@corp.nexusai.com,NORMAL,False,,{}
jennifer.hicks@corp.nexusai.com,NORMAL,False,,{}
christine.lynch@corp.nexusai.com,NORMAL,False,,{}
robin.ellis@corp.nexusai.com,NORMAL,False,,{}
veronica.torres@corp.nexusai.com,NORMAL,False,,{}
jeremy.roberts@corp.nexusai.com,NORMAL,False,,{}
julie.wilson@corp.nexusai.com,NORMAL,False,,{}
joshua.walker@corp.nexusai.com,NORMAL,False,,{}
lori.oconnell@corp.nexusai.com,NORMAL,False,,{}
steven.torres@corp.nexusai.com,NORMAL,False,,{}
laura.henderson@corp.nexusai.com,NORMAL,False,,{}
maria.montgomery@corp.nexusai.com,NORMAL,False,,{}
alyssa.coleman@corp.nexusai.com,NORMAL,False,,{}
christopher.tucker@corp.nexusai.com,NORMAL,False,,{}
cynthia.rogers@corp.nexusai.com,NORMAL,False,,{}
miranda.henry@corp.nexusai.com,NORMAL,False,,{}
nicole.sanchez@corp.nexusai.com,NORMAL,False,,{}
john.charles@corp.nexusai.com,NORMAL,False,,{}
tanya.riley@corp.nexusai.com,NORMAL,False,,{}
james.moran@corp.nexusai.com,NORMAL,False,,{}
james.perez@corp.nexusai.com,NORMAL,False,,{}
jason.hahn@corp.nexusai.com,NORMAL,False,,{}
yolanda.ferrell@corp.nexusai.com,NORMAL,False,,{}
richard.robertson@corp.nexusai.com,NORMAL,False,,{}
courtney.hill@corp.nexusai.com,NORMAL,False,,{}
